Time,irr1
2023-01-11 10:50:27,201.6
2023-01-11 10:50:37,201.49999999999997
2023-01-11 10:50:41,1.7499999999999183
2023-01-11 10:50:51,17.249999999999986
2023-01-11 10:50:58,61.00000000000006
2023-01-11 10:50:59,62.99999999999994
2023-01-11 10:51:00,62.5
2023-01-11 10:51:01,59.50000000000011
2023-01-11 10:51:02,54.25000000000002
2023-01-11 10:51:04,47.99999999999993
2023-01-11 10:51:05,42.74999999999996
2023-01-11 10:51:06,37.87499999999999
2023-01-11 10:51:07,46.250000000000014
2023-01-11 10:51:08,51.125000000000085
2023-01-11 10:51:09,54.625000000000036
2023-01-11 10:51:10,57.00000000000005
2023-01-11 10:51:11,57.12499999999998
2023-01-11 10:51:12,52.749999999999964
2023-01-11 10:51:13,48.62500000000003
2023-01-11 10:51:14,46.62500000000003
2023-01-11 10:51:15,47.00000000000004
2023-01-11 10:51:16,46.62500000000003
2023-01-11 10:51:18,52.37500000000006
2023-01-11 10:51:19,60.62500000000004
2023-01-11 10:51:20,67.25000000000003
2023-01-11 10:51:21,72.50000000000001
2023-01-11 10:51:22,76.37499999999997
2023-01-11 10:51:23,81.125
2023-01-11 10:51:24,83.37499999999987
2023-01-11 10:51:25,84.87500000000003
2023-01-11 10:51:26,86.37499999999999
2023-01-11 10:51:27,87.62500000000006
2023-01-11 10:51:28,88.75
2023-01-11 10:51:29,89.37499999999999
2023-01-11 10:51:30,89.87500000000004
2023-01-11 10:51:32,89.87500000000004
2023-01-11 10:51:33,90.37499999999999
2023-01-11 10:51:34,90.49999999999991
2023-01-11 10:51:35,90.87499999999993
2023-01-11 10:51:36,83.37499999999987
2023-01-11 10:51:37,71.37500000000007
2023-01-11 10:51:38,56.49999999999999
2023-01-11 10:51:39,48.37499999999994
2023-01-11 10:51:40,41.62500000000002
2023-01-11 10:51:41,35.87499999999999
2023-01-11 10:51:42,31.12500000000007
2023-01-11 10:51:43,25.249999999999993
2023-01-11 10:51:44,22.12499999999995
2023-01-11 12:02:45,938.375
2023-01-11 12:02:46,940.25
2023-01-11 12:02:47,941.875
2023-01-11 12:02:48,943.6249999999999
2023-01-11 12:02:49,945.5
2023-01-11 12:02:50,946.5000000000001
2023-01-11 12:02:51,947.0000000000001
2023-01-11 12:02:52,947.6249999999999
2023-01-11 12:02:53,948.8749999999999
2023-01-11 12:02:54,949.6249999999999
2023-01-11 12:02:55,950.1249999999999
2023-01-11 12:02:57,950.75
2023-01-11 12:02:58,951.2499999999999
2023-01-11 12:02:59,951.875
2023-01-11 12:03:00,952.2499999999998
2023-01-11 12:03:01,952.4999999999999
2023-01-11 12:03:02,952.4999999999999
2023-01-11 12:03:03,952.4999999999999
2023-01-11 12:03:04,953.125
2023-01-11 12:03:05,953.2499999999999
2023-01-11 12:03:06,953.4999999999998
2023-01-11 12:03:07,953.8749999999998
2023-01-11 12:03:08,954.1249999999999
2023-01-11 12:03:09,954.2499999999998
2023-01-11 12:03:10,954.2499999999998
2023-01-11 12:03:12,954.4999999999999
2023-01-11 12:03:13,954.9999999999999
2023-01-11 12:03:14,955.2499999999999
2023-01-11 12:03:15,955.4999999999998
2023-01-11 12:03:16,955.8749999999998
2023-01-11 12:03:17,955.7499999999999
2023-01-11 12:03:18,955.8749999999998
2023-01-11 12:03:19,955.8749999999998
2023-01-11 12:03:20,955.8749999999998
2023-01-11 12:03:21,955.8749999999998
2023-01-11 12:03:22,956.25
2023-01-11 12:03:23,956.1249999999999
2023-01-11 12:03:24,956.25
2023-01-11 12:03:25,956.5000000000001
2023-01-11 12:03:27,956.5000000000001
2023-01-11 12:03:28,956.25
2023-01-11 12:03:29,956.375
2023-01-11 12:03:30,956.6250000000001
2023-01-11 12:03:31,956.8750000000001
2023-01-11 12:03:32,956.8750000000001
2023-01-11 12:03:33,957.0000000000001
2023-01-11 12:03:34,957.0000000000001
2023-01-11 12:03:35,957.0000000000001
2023-01-11 12:03:36,957.2499999999999
2023-01-11 12:03:37,957.125
2023-01-11 12:03:38,957.125
2023-01-11 12:03:39,957.2499999999999
2023-01-11 12:03:41,957.3750000000001
2023-01-11 12:03:42,957.3750000000001
2023-01-11 12:03:43,957.3750000000001
2023-01-11 12:03:44,957.625
2023-01-11 12:03:45,957.875
2023-01-11 12:03:46,957.625
2023-01-11 12:03:47,957.625
2023-01-11 12:03:48,957.625
2023-01-11 12:03:49,957.625
2023-01-11 12:03:50,957.7500000000001
2023-01-11 12:03:51,958.1250000000001
2023-01-11 12:03:52,958.375
2023-01-11 12:03:53,958.375
2023-01-11 12:03:54,958.6250000000001
2023-01-11 12:03:56,958.6250000000001
2023-01-11 12:03:57,958.75
2023-01-11 12:03:58,958.6250000000001
2023-01-11 12:03:59,958.75
2023-01-11 12:04:00,958.8749999999999
2023-01-11 12:04:01,959.0000000000001
2023-01-11 12:04:02,959.3750000000001
2023-01-11 12:04:03,959.625
2023-01-11 12:04:04,959.5
2023-01-11 12:04:05,959.875
2023-01-11 12:04:06,960.375
2023-01-11 12:04:07,960.9999999999999
2023-01-11 12:04:08,960.9999999999999
2023-01-11 12:04:09,960.9999999999999
2023-01-11 12:04:11,961.125
2023-01-11 12:04:12,961.125
2023-01-11 12:04:13,960.8749999999999
2023-01-11 12:04:14,961.125
2023-01-11 12:04:15,961.125
2023-01-11 12:04:16,960.9999999999999
2023-01-11 12:04:17,960.75
2023-01-11 12:04:18,960.75
2023-01-11 12:04:19,960.4999999999999
2023-01-11 12:04:20,960.4999999999999
2023-01-11 12:04:21,960.1249999999999
2023-01-11 12:04:22,960.1249999999999
2023-01-11 12:04:23,960.375
2023-01-11 12:04:24,960.1249999999999
2023-01-11 12:04:26,960.25
2023-01-11 12:04:27,960.1249999999999
2023-01-11 12:04:28,960.1249999999999
2023-01-11 12:04:29,960.1249999999999
2023-01-11 12:04:30,960.1249999999999
2023-01-11 12:04:31,960.375
2023-01-11 12:04:32,960.375
2023-01-11 12:04:33,960.1249999999999
2023-01-11 12:04:34,960.0
2023-01-11 12:04:35,959.875
2023-01-11 12:04:36,960.0
2023-01-11 12:04:37,960.1249999999999
2023-01-11 12:04:38,960.0
2023-01-11 12:04:39,960.0
2023-01-11 12:04:41,960.1249999999999
2023-01-11 12:04:42,960.1249999999999
2023-01-11 12:04:43,960.1249999999999
2023-01-11 12:04:44,960.0
2023-01-11 12:04:45,960.0
2023-01-11 12:04:46,960.0
2023-01-11 12:04:47,960.0
2023-01-11 12:04:48,960.0
2023-01-11 12:04:49,960.0
2023-01-11 12:04:50,960.1249999999999
2023-01-11 12:04:51,960.1249999999999
2023-01-11 12:04:52,960.375
2023-01-11 12:04:53,960.75
2023-01-11 12:04:54,960.375
2023-01-11 12:04:56,960.4999999999999
2023-01-11 12:04:57,960.4999999999999
2023-01-11 12:04:58,960.75
2023-01-11 12:04:59,960.8749999999999
2023-01-11 12:05:00,960.9999999999999
2023-01-11 12:05:01,961.125
2023-01-11 12:05:02,961.3749999999999
2023-01-11 12:05:03,961.7499999999999
2023-01-11 12:05:04,961.7499999999999
2023-01-11 12:05:05,961.625
2023-01-11 12:05:06,961.7499999999999
2023-01-11 12:05:07,961.7499999999999
2023-01-11 12:05:08,961.875
2023-01-11 12:05:09,961.875
2023-01-11 12:05:11,962.0
2023-01-11 12:05:12,961.875
2023-01-11 12:05:13,962.0
2023-01-11 12:05:14,962.0
2023-01-11 12:05:15,962.0
2023-01-11 12:05:16,962.0
2023-01-11 12:05:17,962.0
2023-01-11 12:05:18,962.2499999999998
2023-01-11 12:05:19,962.1249999999999
2023-01-11 12:05:20,962.1249999999999
2023-01-11 12:05:21,962.1249999999999
2023-01-11 12:05:22,962.1249999999999
2023-01-11 12:05:23,962.0
2023-01-11 12:05:25,962.2499999999998
2023-01-11 12:05:26,962.1249999999999
2023-01-11 12:05:27,962.2499999999998
2023-01-11 12:05:28,962.2499999999998
2023-01-11 12:05:29,962.375
2023-01-11 12:05:30,962.375
2023-01-11 12:05:31,962.4999999999999
2023-01-11 12:05:32,962.375
2023-01-11 12:05:33,962.4999999999999
2023-01-11 12:05:34,962.75
2023-01-11 12:05:35,962.6249999999999
2023-01-11 12:05:36,962.4999999999999
2023-01-11 12:05:37,962.4999999999999
2023-01-11 12:05:38,962.4999999999999
2023-01-11 12:05:40,962.4999999999999
2023-01-11 12:05:41,962.375
2023-01-11 12:05:42,962.1249999999999
2023-01-11 12:05:43,962.2499999999998
2023-01-11 12:05:44,962.2499999999998
2023-01-11 12:05:45,962.2499999999998
2023-01-11 12:05:46,962.375
2023-01-11 12:05:47,962.75
2023-01-11 12:05:48,962.75
2023-01-11 12:05:49,962.6249999999999
2023-01-11 12:05:50,962.4999999999999
2023-01-11 12:05:51,962.4999999999999
2023-01-11 12:05:52,962.4999999999999
2023-01-11 12:05:53,962.4999999999999
2023-01-11 12:05:55,962.2499999999998
2023-01-11 12:05:56,962.1249999999999
2023-01-11 12:05:57,962.1249999999999
2023-01-11 12:05:58,962.1249999999999
2023-01-11 12:05:59,962.1249999999999
2023-01-11 12:06:00,962.2499999999998
2023-01-11 12:06:01,962.1249999999999
2023-01-11 12:06:02,962.1249999999999
2023-01-11 12:06:03,962.2499999999998
2023-01-11 12:06:04,962.2499999999998
2023-01-11 12:06:05,962.1249999999999
2023-01-11 12:06:06,962.1249999999999
2023-01-11 12:06:07,962.0
2023-01-11 12:06:09,962.1249999999999
2023-01-11 12:06:10,961.875
2023-01-11 12:06:11,961.7499999999999
2023-01-11 12:06:12,961.7499999999999
2023-01-11 12:06:13,961.625
2023-01-11 12:06:14,961.7499999999999
2023-01-11 12:06:15,961.875
2023-01-11 12:06:16,962.1249999999999
2023-01-11 12:06:17,962.1249999999999
2023-01-11 12:06:18,962.0
2023-01-11 12:06:19,962.0
2023-01-11 12:06:20,961.875
2023-01-11 12:06:21,962.0
2023-01-11 12:06:22,962.0
2023-01-11 12:06:24,961.7499999999999
2023-01-11 12:06:25,961.875
2023-01-11 12:06:26,961.7499999999999
2023-01-11 12:06:27,961.7499999999999
2023-01-11 12:06:28,961.5
2023-01-11 12:06:29,961.5
2023-01-11 12:06:30,961.3749999999999
2023-01-11 12:06:31,961.3749999999999
2023-01-11 12:06:32,961.5
2023-01-11 12:06:33,961.2499999999999
2023-01-11 12:06:34,961.3749999999999
2023-01-11 12:06:36,961.3749999999999
2023-01-11 12:06:37,961.3749999999999
2023-01-11 12:06:39,961.3749999999999
2023-01-11 12:06:40,961.3749999999999
2023-01-11 12:06:42,961.3749999999999
2023-01-11 12:06:43,961.3749999999999
2023-01-11 12:06:45,961.3749999999999
2023-01-11 12:06:46,961.3749999999999
2023-01-11 12:06:48,961.3749999999999
2023-01-11 12:06:49,961.3749999999999
2023-01-11 12:06:51,961.3749999999999
2023-01-11 12:06:52,961.3749999999999
2023-01-11 12:06:54,961.3749999999999
2023-01-11 12:06:56,961.3749999999999
2023-01-11 12:06:57,961.3749999999999
2023-01-11 12:06:59,961.3749999999999
2023-01-11 12:07:00,961.3749999999999
2023-01-11 12:07:02,961.3749999999999
2023-01-11 12:07:03,961.3749999999999
2023-01-11 12:07:05,961.3749999999999
2023-01-11 12:07:06,961.3749999999999
2023-01-11 12:07:08,961.3749999999999
2023-01-11 12:07:09,961.3749999999999
2023-01-11 12:07:11,961.3749999999999
2023-01-11 12:07:12,961.3749999999999
2023-01-11 12:07:14,961.3749999999999
2023-01-11 12:07:15,961.3749999999999
2023-01-11 12:07:17,961.3749999999999
2023-01-11 12:07:18,961.3749999999999
2023-01-11 12:07:20,961.3749999999999
2023-01-11 12:07:21,961.3749999999999
2023-01-11 12:07:23,961.3749999999999
2023-01-11 12:07:24,961.3749999999999
2023-01-11 12:07:26,961.3749999999999
2023-01-11 12:07:27,961.3749999999999
2023-01-11 12:07:29,961.3749999999999
2023-01-11 12:07:30,961.3749999999999
2023-01-11 12:07:32,961.3749999999999
2023-01-11 12:07:33,961.3749999999999
2023-01-11 12:07:35,961.3749999999999
2023-01-11 12:07:36,961.3749999999999
2023-01-11 12:07:38,961.3749999999999
2023-01-11 12:07:39,961.3749999999999
2023-01-11 12:07:41,961.3749999999999
2023-01-11 12:07:43,961.3749999999999
2023-01-11 12:07:44,961.3749999999999
2023-01-11 12:07:46,961.3749999999999
2023-01-11 12:07:47,961.3749999999999
2023-01-11 12:07:49,961.3749999999999
2023-01-11 12:07:50,961.3749999999999
2023-01-11 12:07:52,961.3749999999999
2023-01-11 12:07:53,961.3749999999999
2023-01-11 12:07:55,961.3749999999999
2023-01-11 12:07:56,961.3749999999999
2023-01-11 12:07:58,961.3749999999999
2023-01-11 12:07:59,961.3749999999999
2023-01-11 12:08:01,961.3749999999999
2023-01-11 12:08:02,961.3749999999999
2023-01-11 12:08:04,961.3749999999999
2023-01-11 12:08:05,961.3749999999999
2023-01-11 12:08:07,961.3749999999999
2023-01-11 12:08:08,961.3749999999999
2023-01-11 12:08:10,961.3749999999999
2023-01-11 12:08:11,961.3749999999999
2023-01-11 12:08:13,961.3749999999999
2023-01-11 12:08:14,961.3749999999999
2023-01-11 12:08:16,961.3749999999999
2023-01-11 12:08:17,961.3749999999999
2023-01-11 12:08:19,961.3749999999999
2023-01-11 12:08:20,961.3749999999999
2023-01-11 12:08:22,961.3749999999999
2023-01-11 12:08:23,961.3749999999999
2023-01-11 12:08:25,961.3749999999999
2023-01-11 12:08:26,961.3749999999999
2023-01-11 12:08:28,961.3749999999999
2023-01-11 12:08:30,961.3749999999999
2023-01-11 12:08:31,961.3749999999999
2023-01-11 12:08:33,961.3749999999999
2023-01-11 12:08:34,961.3749999999999
2023-01-11 12:08:36,961.3749999999999
2023-01-11 12:08:37,961.3749999999999
2023-01-11 12:08:39,961.3749999999999
2023-01-11 12:08:40,961.3749999999999
2023-01-11 12:08:42,961.3749999999999
2023-01-11 12:08:43,961.3749999999999
2023-01-11 12:08:45,961.3749999999999
2023-01-11 12:08:46,961.3749999999999
2023-01-11 12:08:48,961.3749999999999
2023-01-11 12:08:49,961.3749999999999
2023-01-11 12:08:51,961.3749999999999
2023-01-11 12:08:52,961.3749999999999
2023-01-11 12:08:54,961.3749999999999
2023-01-11 12:08:55,961.3749999999999
2023-01-11 12:08:57,961.3749999999999
2023-01-11 12:08:58,961.3749999999999
2023-01-11 12:09:00,961.3749999999999
2023-01-11 12:09:01,961.3749999999999
2023-01-11 12:09:03,961.3749999999999
2023-01-11 12:09:04,961.3749999999999
2023-01-11 12:09:06,961.3749999999999
2023-01-11 12:09:07,961.3749999999999
2023-01-11 12:09:09,961.3749999999999
2023-01-11 12:09:10,961.3749999999999
2023-01-11 12:09:12,961.3749999999999
2023-01-11 12:09:14,961.3749999999999
2023-01-11 12:09:15,961.3749999999999
2023-01-11 12:09:17,961.3749999999999
2023-01-11 12:09:18,961.3749999999999
2023-01-11 12:09:20,961.3749999999999
2023-01-11 12:09:21,961.3749999999999
2023-01-11 12:09:23,961.3749999999999
2023-01-11 12:09:24,961.3749999999999
2023-01-11 12:09:26,961.3749999999999
2023-01-11 12:09:27,961.3749999999999
2023-01-11 12:09:29,961.3749999999999
2023-01-11 12:09:30,961.3749999999999
2023-01-11 12:09:32,961.3749999999999
2023-01-11 12:09:33,961.3749999999999
2023-01-11 12:09:35,961.3749999999999
2023-01-11 12:09:36,961.3749999999999
2023-01-11 12:09:38,961.3749999999999
2023-01-11 12:09:39,961.3749999999999
2023-01-11 12:09:41,961.3749999999999
2023-01-11 12:09:42,961.3749999999999
2023-01-11 12:09:44,961.3749999999999
2023-01-11 12:09:45,961.3749999999999
2023-01-11 12:09:47,961.3749999999999
2023-01-11 12:09:48,961.3749999999999
2023-01-11 12:09:50,961.3749999999999
2023-01-11 12:09:51,961.3749999999999
2023-01-11 12:09:53,961.3749999999999
2023-01-11 12:09:54,961.3749999999999
2023-01-11 12:09:56,961.3749999999999
2023-01-11 12:09:57,961.3749999999999
2023-01-11 12:09:59,961.3749999999999
2023-01-11 12:10:01,961.3749999999999
2023-01-11 12:10:02,961.3749999999999
2023-01-11 12:10:04,961.3749999999999
2023-01-11 12:10:05,961.3749999999999
2023-01-11 12:10:07,961.3749999999999
2023-01-11 12:10:08,961.3749999999999
2023-01-11 12:10:10,961.3749999999999
2023-01-11 12:10:11,961.3749999999999
2023-01-11 12:10:13,961.3749999999999
2023-01-11 12:10:14,961.3749999999999
2023-01-11 12:10:16,961.3749999999999
2023-01-11 12:10:17,961.3749999999999
2023-01-11 12:10:19,961.3749999999999
2023-01-11 12:10:20,961.3749999999999
2023-01-11 12:10:22,961.3749999999999
2023-01-11 12:10:23,961.3749999999999
2023-01-11 12:10:25,961.3749999999999
2023-01-11 12:10:26,961.3749999999999
2023-01-11 12:10:28,961.3749999999999
2023-01-11 12:10:29,961.3749999999999
2023-01-11 12:10:31,961.3749999999999
2023-01-11 12:10:32,961.3749999999999
2023-01-11 12:10:34,961.3749999999999
2023-01-11 12:10:35,961.3749999999999
2023-01-11 12:10:37,961.3749999999999
2023-01-11 12:10:38,961.3749999999999
2023-01-11 12:10:40,961.3749999999999
2023-01-11 12:10:41,961.3749999999999
2023-01-11 12:10:43,961.3749999999999
2023-01-11 12:10:44,961.3749999999999
2023-01-11 12:10:46,961.3749999999999
2023-01-11 12:10:47,961.3749999999999
2023-01-11 12:10:49,961.3749999999999
2023-01-11 12:10:50,961.3749999999999
2023-01-11 12:10:52,961.3749999999999
2023-01-11 12:10:54,961.3749999999999
